Id,Player,Height,Weight
giddejo01,Josh Giddey,203,95
gildetr01,Trey Gilder,206,83
gilesha01,Harry Giles,211,108
gilgesh01,Shai Gilgeous-Alexander,198,81
gillan01,Anthony Gill,201,104
gilled01,Eddie Gill,183,86
gillke01,Kendall Gill,196,88
gillebe01,Ben Gillery,213,106
gillefr01,Freddie Gillespie,206,111
gilleja01,Jack Gillespie,198,97
gilliar01,Armen Gilliam,206,104
gillihe01,Herm Gilliam,190,86
gilmoar01,Artis Gilmore,218,108
gilmowa01,Walt Gilmore,198,102
gilmuch01,Chuck Gilmur,193,102
ginobma01,Manu Ginóbili,198,92
giricgo01,Gordan Giriček,198,95
givenja01,Jack Givens,196,92
gladnmi01,Mickell Gladness,211,99
glamage01,George Glamack,198,102
glassge01,Gerald Glass,196,100
glennmi01,Mike Glenn,188,79
glickno01,Normie Glick,201,86
gloucge01,Georgi Glouchkov,203,106
glovecl01,Clarence Glover,203,95
glovedi01,Dion Glover,196,103
glynian01,Andreas Glyniadakis,216,127
gminsmi01,Mike Gminski,211,113
goberru01,Rudy Gobert,216,117
godfrda01,Dan Godfread,208,113
golato01,Tom Gola,198,92
goldfbe01,Ben Goldfaden,185,83
goldwan01,Anthony Goldwire,185,82
gomesry01,Ryan Gomes,201,113
gondrgl01,Glen Gondrezick,198,98
gondrgr01,Grant Gondrezick,196,92
goodedr01,Drew Gooden,208,113
goodrga01,Gail Goodrich,185,77
goodrst01,Steve Goodrich,208,99
goodwar01,Archie Goodwin,196,90
goodwbr01,Brandon Goodwin,183,81
goodwjo01,Jordan Goodwin,190,90
goodwpo01,Pop Goodwin,188,92
gordoaa01,Aaron Gordon,203,106
gordobe01,Ben Gordon,190,90
gordodr01,Drew Gordon,206,111
gordoer01,Eric Gordon,190,97
gordola01,Lancaster Gordon,190,83
gordopa01,Paul Gordon,190,83
gortama01,Marcin Gortat,211,108
gottlle01,Leo Gottlieb,180,81
goudean01,Andrew Goudelock,190,90
govange01,Gerald Govan,208,99
govedba01,Bato Govedarica,180,83
grabojo01,Joe Graboski,201,88
graceri01,Ricky Grace,185,81
grahaca01,Calvin Graham,188,88
grahade01,Devonte' Graham,185,88
grahagr01,Greg Graham,193,78
grahajo01,Joey Graham,201,102
grahama01,Mal Graham,185,83
grahaor01,Orlando Graham,203,99
grahapa01,Paul Graham,198,90
grahast01,Stephen Graham,198,97
grahatr01,Treveon Graham,196,99
grandji01,Jim Grandholm,213,106
grandro01,Ron Grandison,198,97
grangda01,Danny Granger,206,100
grangst01,Stewart Granger,190,86
grantbr01,Brian Grant,206,115
grantbu01,Bud Grant,190,88
grantga01,Gary Grant,190,83
grantgr01,Greg Grant,170,63
grantha01,Harvey Grant,203,88
grantho01,Horace Grant,208,97
grantje01,Jerami Grant,203,95
grantje02,Jerian Grant,193,92
grantjo01,Josh Grant,206,101
grantpa01,Paul Grant,213,111
granttr01,Travis Grant,201,97
grantdo01,Donte Grantham,203,97
gratedo01,Don Grate,188,83
gravebu01,Butch Graves,190,90
graveha01,Hassani Gravett,188,85
grayaa01,Aaron Gray,213,122
grayde01,Devin Gray,201,108
grayed01,Ed Gray,190,95
grayev01,Evric Gray,201,106
grayga01,Gary Gray,185,83
grayjo01,Josh Gray,183,81
grayle01,Leonard Gray,203,108
grayst01,Stuart Gray,213,106
graysy01,Sylvester Gray,198,104
graywy01,Wyndol Gray,185,79
grayeje01,Jeff Grayer,196,90
greacbo01,Bob Greacen,201,93
greenac01,A.C. Green,206,99
greenda02,Danny Green,198,97
greende01,Devin Green,201,95
greendr01,Draymond Green,198,104
greener01,Erick Green,193,83
greenge01,Gerald Green,198,92
greenja05,Jalen Green,193,80
greenja01,JaMychal Green,203,102
greenja02,Javonte Green,193,92
greenje02,Jeff Green,203,106
greenjo01,Johnny Green,196,90
greenjo02,Josh Green,196,90
greenke01,Ken Green,203,97
greenke02,Kenny Green,198,95
greenla01,Lamar Green,201,95
greenli01,Litterial Green,185,83
greenlu01,Luther Green,201,86
greenmi01,Mike Green,208,90
greenri01,Rickey Green,183,77
greense01,Sean Green,196,95
greensi01,Si Green,188,83
greensi02,Sidney Green,206,99
greenst01,Steve Green,201,99
greenta01,Taurean Green,183,80
greento01,Tommie Green,188,83
greenwi01,Willie Green,193,90
greendo01,Donté Greene,211,102
greenor01,Orien Greene,193,94
greenje01,Jerry Greenspan,196,88
greenda01,Dave Greenwood,206,100
greerha01,Hal Greer,188,79
greerly01,Lynn Greer,188,79
gregoga01,Gary Gregor,201,102
gregocl01,Claude Gregory,203,92
greigjo01,John Greig,201,97
grekino01,Norm Grekin,196,81
greveke01,Kevin Grevey,196,95
greyde01,Dennis Grey,203,97
griffad01,Adrian Griffin,196,98
griffbl01,Blake Griffin,206,113
griffed01,Eddie Griffin,208,99
griffgr01,Greg Griffin,201,86
griffpa01,Paul Griffin,206,92
griffta01,Taylor Griffin,201,107
griffda01,Darrell Griffith,193,86
grigsch01,Chuck Grigsby,196,86
grimequ01,Quentin Grimes,196,92
grimmde01,Derek Grimm,206,104
grimswo01,Woody Grimshaw,185,83
groatdi01,Dick Groat,180,81
grossbo01,Bob Gross,198,90
grossmi01,Mike Grosso,206,104
groteje01,Jerry Grote,193,97
grozaal01,Alex Groza,201,98
grubadi01,Dick Grubar,193,83
grundan01,Anthony Grundy,190,81
grunfer01,Ernie Grunfeld,198,95
guarige01,Gene Guarilia,196,99
gudmupe01,Pétur Guðmundsson,218,117
gudurma01,Marko Guduric,198,91
gueriri01,Richie Guerin,193,88
guglito01,Tom Gugliotta,208,108
guibean01,Andrés Guibert,208,102
guidija01,Jay Guidinger,208,115
gunthco01,Coulby Gunther,193,86
gunthda01,Dave Gunther,201,86
guokaal01,Al Guokas,196,90
guokama01,Matt Guokas,190,88
guokama02,Matt Guokas,196,79
gutiejo01,Jorge Gutiérrez,190,86
guyky01,Kyle Guy,185,75
guytoaj01,A.J. Guyton,185,81
hachiru01,Rui Hachimura,203,104
hackeru01,Rudy Hackett,206,95
haddaha01,Hamed Haddadi,218,115
hadnoji01,Jim Hadnot,208,106
haffnsc01,Scott Haffner,190,81
hagancl01,Cliff Hagan,193,95
hagangl01,Glenn Hagan,183,77
haganto01,Tom Hagan,190,83
haganas01,Ashton Hagans,190,86
hahnro01,Robert Hahn,208,108
hairsal01,Al Hairston,185,77
hairsha01,Happy Hairston,201,102
hairsli01,Lindsay Hairston,201,81
hairsma01,Malik Hairston,198,99
hairspj02,P.J. Hairston,198,104
haislma01,Marcus Haislip,208,104
halbech01,Chick Halbert,206,102
halbrsw01,Swede Halbrook,221,106
halebr01,Bruce Hale,185,77
haleha01,Hal Hale,185,81
haleyja01,Jack Haley,208,108
halibty01,Tyrese Haliburton,196,83
halimsh01,Shaler Halimon,196,90
hallde01,Devon Hall,188,97
halldo01,Donta Hall,206,105
halljo01,Josh Hall,206,86
hallmi01,Mike Hall,203,104
hallty01,Tyler Hall,196,94
hallije01,Jeff Halliburton,196,87
hamda01,Darvin Ham,201,99
hamerst01,Steve Hamer,213,111
hamilda01,Dale Hamilton,183,81
hamilda02,Daniel Hamilton,201,88
hamilde01,Dennis Hamilton,203,95
hamiljo01,Joe Hamilton,178,72
hamiljo02,Jordan Hamilton,201,99
hamilju01,Justin Hamilton,213,117
hamilra01,Ralph Hamilton,185,85
hamilri01,Richard Hamilton,198,83
hamilro01,Roy Hamilton,188,81
hamilst01,Steve Hamilton,198,86
hamilta01,Tang Hamilton,203,99
hamilth01,Thomas Hamilton,218,149
hamilze01,Zendon Hamilton,211,113
hammige01,Geert Hammink,213,118
hammoju01,Julian Hammond,196,92
hammoto01,Tom Hammonds,206,97
hammoaj01,A.J. Hammons,213,117
hamoojo01,Joe Hamood,183,81
hamptrj01,R.J. Hampton,193,79
hancoda01,Darrin Hancock,201,92
handlbe01,Ben Handlogten,208,108
hankice01,Cecil Hankins,185,79
hankiph01,Phil Hankinson,203,88
hannadu01,Dusty Hannahs,190,95
hannual01,Alex Hannum,201,95
hanrado01,Don Hanrahan,201,90
hansro01,Rollen Hans,188,95
hansbbe01,Ben Hansbrough,190,92
hansbty01,Tyler Hansbrough,206,113
hansebo01,Bob Hansen,198,86
hansegl01,Glenn Hansen,193,92
hansela01,Lars Hansen,208,102
hansetr01,Travis Hansen,198,92
hansore01,Reggie Hanson,203,88
hanzlbi01,Bill Hanzlik,201,83
haranlu01,Luke Harangody,203,111
hardaan01,Anfernee Hardaway,201,88
hardati01,Tim Hardaway,183,79
hardati02,Tim Hardaway Jr.,196,92
hardeja01,James Harden,196,99
hardire01,Reggie Harding,213,112
hardnch01,Charlie Hardnett,203,102
hardyal01,Alan Hardy,201,88
hardyda01,Darrell Hardy,201,99
hardyja01,James Hardy,203,99
hargeir01,Ira Harge,206,102
hargijo01,John Hargis,188,81
harklma01,Maurice Harkless,201,99
harknje01,Jerry Harkness,188,79
harlisk01,Skip Harlicka,185,83
harmoje01,Jerome Harmon,193,86
harpede01,Derek Harper,193,83
harpeja01,Jared Harper,178,79
harpeju01,Justin Harper,208,102
harpemi01,Mike Harper,208,88
harpero01,Ron Harper,198,83
harprma01,Matt Harpring,201,104
harremo01,Montrezl Harrell,201,108
harrejo01,Josh Harrellson,208,124
harriad01,Adam Harrington,196,90
harrial01,Al Harrington,206,104
harriju01,Junior Harrington,193,81
harriot01,Othella Harrington,206,106
harriar01,Art Harris,193,83
harribe01,Bernie Harris,208,90
harribi01,Billy Harris,188,83
harribo01,Bob Harris,201,88
harrich01,Chris Harris,190,86
harride01,Devin Harris,190,83
harriel01,Elias Harris,203,108
harriga01,Gary Harris,193,95
harrija01,Jalen Harris,196,88
harrijo01,Joe Harris,198,99
harrilu01,Lucious Harris,196,86
harrima01,Manny Harris,196,83
harrimi01,Mike Harris,198,108
harrist01,Steve Harris,196,88
harrite01,Terrel Harris,196,86
harrito02,Tobias Harris,203,102
harrito01,Tony Harris,190,86
harriaa01,Aaron Harrison,198,95
harrian01,Andrew Harrison,198,96
harribo02,Bob Harrison,185,86
harrida01,David Harrison,213,127
harrish01,Shaquille Harrison,193,86
hartja01,Jason Hart,190,83
hartjo01,Josh Hart,196,97
harteis01,Isaiah Hartenstein,213,113
harvean01,Antonio Harvey,211,102
harvedo01,Donnell Harvey,203,99
haskisc01,Scott Haskin,211,113
haskicl01,Clem Haskins,190,88
hasleud01,Udonis Haslem,203,106
hassetr01,Trenton Hassell,196,90
hassebi01,Billy Hassett,180,81
hassejo01,Joe Hassett,196,81
hastisc01,Scott Hastings,208,106
hastoki01,Kirk Haston,206,109
hattove01,Vern Hatton,190,88
hausesa01,Sam Hauser,203,97
havlijo01,John Havlicek,196,92
hawessp01,Spencer Hawes,216,111
hawesst01,Steve Hawes,206,99
hawkiro01,Bubbles Hawkins,193,86
hawkico01,Connie Hawkins,203,95
hawkihe01,Hersey Hawkins,190,86
hawkiju01,Juaquin Hawkins,201,99
hawkima01,Marshall Hawkins,190,92
hawkimi01,Michael Hawkins,183,80
hawkito01,Tom Hawkins,196,95
hawthna01,Nate Hawthorne,193,86
hayesch01,Chuck Hayes,198,108
hayesel01,Elvin Hayes,206,106
hayesja01,Jarvis Hayes,201,99
hayesja02,Jaxson Hayes,211,99
hayesji01,Jim Hayes,190,90
hayeski01,Killian Hayes,196,88
hayesni01,Nigel Hayes,203,115
hayesst01,Steve Hayes,213,92
haywago01,Gordon Hayward,201,102
haywala01,Lazar Hayward,198,102
haywobr01,Brendan Haywood,213,121
haywosp01,Spencer Haywood,203,102
hazenjo01,John Hazen,188,78
abdulma01,Walt Hazzard,188,83
headlu01,Luther Head,190,83
healsh01,Shane Heal,183,81
heanebr01,Brian Heaney,188,81
heardga01,Gar Heard,198,99
hearnre01,Reggie Hearn,196,95
heddehe01,Herm Hedderick,196,77
heggsal01,Alvin Heggs,203,102
heinsto01,Tom Heinsohn,201,98
hemridi01,Dick Hemric,198,99
hendeal01,Alan Henderson,206,106
hendece01,Cedric Henderson,203,95
hendece02,Cedric Henderson,201,97
hendeda01,Dave Henderson,196,88
hendege01,Gerald Henderson,188,79
hendege02,Gerald Henderson,196,97
hendejr01,J.R. Henderson,203,102
hendeje01,Jerome Henderson,211,104
hendeke01,Kevin Henderson,193,88
hendeto01,Tom Henderson,190,86
hendrma01,Mark Hendrickson,206,99
hennela01,Larry Hennessy,190,83
henrido01,Don Henriksen,201,102
henryaa01,Aaron Henry,198,95
henryal01,Al Henry,206,86
henrybi01,Bill Henry,206,97
henryca01,Carl Henry,198,92
henryco01,Conner Henry,201,88
henrymy01,Myke Henry,198,95
henrysk01,Skeeter Henry,201,86
henryxa01,Xavier Henry,198,99
hensojo01,John Henson,206,99
hensost01,Steve Henson,180,80
hentzch01,Charles Hentz,196,95
hermabi01,Bill Herman,190,77
hermskl01,Kleggie Hermsen,206,102
hernade01,Dewan Hernandez,208,106
hernaju01,Juancho Hernangómez,206,97
hernawi01,Willy Hernangómez,211,113
herrech01,Chris Herren,188,89
herreca01,Carl Herrera,206,97
herrmwa01,Walter Herrmann,206,102
herroty01,Tyler Herro,196,88
herroke01,Keith Herron,198,88
hertzso01,Sonny Hertzberg,178,79
herveke01,Kevin Hervey,206,104
hesteda01,Dan Hester,203,95
hetzefr01,Fred Hetzel,203,99
hewitbi01,Bill Hewitt,201,95
hewsoja01,Jack Hewson,198,88
heymaar01,Art Heyman,196,92
hezonma01,Mario Hezonja,203,99
hibbero01,Roy Hibbert,218,122
hickena01,Nat Hickey,180,81
hicksis01,Isaiah Hicks,206,104
hicksph01,Phil Hicks,201,92
hicksjj01,J.J. Hickson,206,109
hieldbu01,Buddy Hield,193,99
higgibi01,Bill Higgins,188,81
higgico01,Cory Higgins,196,81
higgiea01,Earle Higgins,203,88
higgimi01,Mike Higgins,206,99
higgiro01,Rod Higgins,201,90
higgise01,Sean Higgins,206,92
higgske01,Kenny Higgs,183,81
highjo01,Johnny High,190,83
highsha01,Haywood Highsmith,201,99
hightwa01,Wayne Hightower,203,87
hilarne01,Nenê,211,113
hillar01,Armond Hill,193,86
hillcl01,Cleo Hill,185,83
hillga01,Gary Hill,193,83
hillge01,George Hill,193,85
hillgr01,Grant Hill,203,102
hilljo01,Jordan Hill,208,106
hillma01,Malcolm Hill,198,99
hillsi01,Simmie Hill,201,105
hillso01,Solomon Hill,198,102
hillst01,Steven Hill,213,112
hillty01,Tyrone Hill,206,108
hillhar01,Art Hillhouse,201,99
hillida01,Darrun Hilliard,198,92
hillmda01,Darnell Hillman,206,97
hiltofr01,Fred Hilton,190,83
hinriki01,Kirk Hinrich,193,86
hinsoro01,Roy Hinson,206,95
hintona01,Nate Hinton,196,95
hirscme01,Mel Hirsch,168,74
hitchle01,Lew Hitch,203,90
hitero01,Robert Hite,188,83
hoardja01,Jaylen Hoard,203,97
hobsoda01,Darington Hobson,201,95
hodgedo01,Donald Hodge,213,104
hodgeju01,Julius Hodge,201,95
hodgecr01,Craig Hodges,188,86
hoefech01,Charlie Hoefer,175,71
hoffmpa01,Paul Hoffman,188,88
hogsebo01,Bob Hogsett,201,104
hoguedu01,Paul Hogue,206,108
hoibefr01,Fred Hoiberg,193,92
holcodo01,Doug Holcomb,193,90
holcora01,Randy Holcomb,206,102
holidaa01,Aaron Holiday,183,83
holidjr01,Jrue Holiday,190,92
holidju01,Justin Holiday,198,81
hollabr01,Brad Holland,190,81
hollajo01,Joe Holland,193,83
hollajo02,John Holland,196,92
hollawi01,Wilbur Holland,183,79
hollili01,Lionel Hollins,190,83
holliry01,Ryan Hollins,213,108
hollies01,Essie Hollis,198,88
holliro01,Rondae Hollis-Jefferson,198,98
holmade01,Dennis Holman,190,79
holmeri01,Richaun Holmes,208,106
holstji01,Jim Holstein,190,81
holtaw01,A.W. Holt,201,95
holtomi01,Michael Holton,193,83
holubdi01,Dick Holub,198,92
holupjo01,Joe Holup,198,97
holzmre01,Red Holzman,178,79
honeyje01,Jerald Honeycutt,206,111
honeyty01,Tyler Honeycutt,203,85
hoodde01,Derek Hood,203,100
hoodro01,Rodney Hood,203,94
hoopebo01,Bobby Hooper,183,81
hooseca01,Carroll Hooser,201,104
hooveto01,Tom Hoover,206,104
hopkibo01,Bob Hopkins,203,92
hoppeda01,Dave Hoppen,211,106
hopsode01,Dennis Hopson,196,90
hopsosc01,Scotty Hopson,201,92
horanjo01,Johnny Horan,203,86
hordgce01,Cedrick Hordges,203,99
horfoal01,Al Horford,206,108
horfoti01,Tito Horford,216,111
hornro01,Ron Horn,201,99
hornaje01,Jeff Hornacek,190,86
hornede01,Dennis Horner,206,104
horryro01,Robert Horry,208,108
hortoed01,Ed Horton,203,104
hortota01,Talen Horton-Tucker,193,106
hoskebi01,Bill Hosket,203,102
houbrbo01,Bob Houbregs,203,102
houseda01,Danuel House Jr.,198,99
houseed01,Eddie House,185,81
houstal01,Allan Houston,198,90
houstby01,Byron Houston,196,113
hovasto01,Tom Hovasse,203,92
howarbr01,Brian Howard,198,92
howardw01,Dwight Howard,208,120
howargr01,Greg Howard,206,97
howarjo01,Josh Howard,201,95
howarju01,Juwan Howard,206,108
howarma02,Markus Howard,178,79
howarmo01,Mo Howard,188,77
howarot01,Otis Howard,201,99
howarst01,Stephen Howard,206,102
howarwi01,William Howard,203,93
howelba01,Bailey Howell,201,95
hubbabo01,Bob Hubbard,198,97
hubbaph01,Phil Hubbard,203,97
hudsole01,Lester Hudson,190,86
hudsolo01,Lou Hudson,196,95
hudsotr01,Troy Hudson,185,77
huertma01,Marcelo Huertas,190,90
huertke01,Kevin Huerter,201,86
huestjo01,Josh Huestis,201,104
huffja01,Jay Huff,216,108
huffmna01,Nate Huffman,216,111
hugheri01,Alfredrick Hughes,196,97
hugheed01,Eddie Hughes,178,74
hugheel01,Elijah Hughes,196,97
hugheki01,Kim Hughes,211,99
hughela01,Larry Hughes,196,83
hugheri02,Rick Hughes,206,106
hummero01,Robbie Hummel,203,97
hummejo01,John Hummer,206,104
humphry01,Ryan Humphrey,203,106
humphis01,Isaac Humphries,213,115
humphja01,Jay Humphries,190,83
humphkr01,Kris Humphries,206,106
hundlho01,Hot Rod Hundley,193,83
huntfe01,Feron Hunt,203,88
huntebr01,Brandon Hunter,201,117
huntece01,Cedric Hunter,183,81
huntech01,Chris Hunter,211,108
huntede01,De'Andre Hunter,203,102
huntele01,Les Hunter,201,95
hunteli01,Lindsey Hunter,188,77
hunteot01,Othello Hunter,203,102
hunterj01,R.J. Hunter,196,83
huntest01,Steven Hunter,213,99
huntevi01,Vince Hunter,203,94
hurlebo01,Bobby Hurley,183,74
hurlero01,Roy Hurley,188,77
hustoge01,Geoff Huston,188,79
hustopa01,Paul Huston,190,79
hutchme01,Mel Hutchins,198,90
hutchch01,Chandler Hutchison,198,95
huttojo01,Joe Hutton,185,77
hydergr01,Greg Hyder,198,97
hylanbo01,Bones Hyland,190,78
iavarma01,Marc Iavaroni,203,95
ibakase01,Serge Ibaka,208,106
iguodan01,Andre Iguodala,198,97
ilgauzy01,Zydrunas Ilgauskas,221,107
ilicmi01,Mile Ilić,216,104
mbengdj01,D.J. Mbenga,213,111
ilyaser01,Ersan İlyasova,206,106
imhofda01,Darrall Imhoff,208,99
ingelto01,Tom Ingelsby,190,81
inglejo01,Joe Ingles,203,99
inglida01,Damien Inglis,203,111
ingraan01,Andre Ingram,190,86
ingrabr01,Brandon Ingram,203,86
ingramc01,McCoy Ingram,203,95
inniger01,Ervin Inniger,193,86
irvinby01,Byron Irvin,196,86
irvinge01,George Irvine,198,90
irvinky01,Kyrie Irving,188,88
isaacjo01,Jonathan Isaac,211,104
isselda01,Dan Issel,206,106
iuzzomi01,Mike Iuzzolino,178,79
iversal01,Allen Iverson,183,74
iverswi01,Willie Iverson,183,81
iveyro01,Royal Ivey,190,90
ivoryel01,Elvin Ivory,203,95
iwundwe01,Wes Iwundu,198,88
jabalwa01,Warren Jabali,188,90
jackja01,Jarrett Jack,190,90
jacksaa01,Aaron Jackson,193,83
jacksal01,Al Jackson,185,83
jacksbo01,Bobby Jackson,185,83
jacksce01,Cedric Jackson,190,86
jacksda01,Darnell Jackson,206,114
jacksde01,Demetrius Jackson,185,91
jacksfr01,Frank Jackson,190,92
jacksgr01,Greg Jackson,183,81
jacksis01,Isaiah Jackson,208,93
jacksja01,Jaren Jackson,193,86
jacksja02,Jaren Jackson Jr.,211,109
jacksje01,Jermaine Jackson,193,92
jacksji01,Jim Jackson,198,99
jacksjo02,Josh Jackson,203,93
jacksju01,Justin Jackson,203,99
jackslu01,Luke Jackson,206,108
jackslu02,Luke Jackson,201,97
jacksma02,Marc Jackson,208,122
jacksma01,Mark Jackson,185,81
jacksme01,Mervin Jackson,190,79
jacksmi02,Michael Jackson,188,83
jacksmi01,Mike Jackson,201,97
jacksmy01,Myron Jackson,190,83
jacksph01,Phil Jackson,203,99
jackspi01,Pierre Jackson,178,81
jacksra01,Ralph Jackson,188,86
jacksra02,Randell Jackson,211,97
jacksre01,Reggie Jackson,188,94
jacksst01,Stanley Jackson,190,83
jacksst02,Stephen Jackson,203,98
jacksto01,Tony Jackson,193,90
jacksto02,Tony Jackson,183,77
jackstr01,Tracy Jackson,198,92
jackswa01,Wardell Jackson,201,90
jacobfr01,Fred Jacobs,190,79
jacobca01,Casey Jacobsen,198,97
jacobsa01,Sam Jacobson,193,97
jamerda01,Dave Jamerson,196,86
jamesaa01,Aaron James,203,95
jamesbe01,Bernard James,208,108
jamesbi01,Billy James,190,83
jamesda01,Damion James,201,102
jamesge01,Gene James,193,81
jameshe01,Henry James,203,99
jamesje01,Jerome James,213,136
jamesju01,Justin James,201,86
jamesle01,LeBron James,206,113
jamesmi01,Mike James,188,85
jamesmi02,Mike James,185,85
jamesti01,Tim James,201,96
jamisan01,Antawn Jamison,203,101
jamisha01,Harold Jamison,203,117
janisjo01,John Janisch,190,90
janotho01,Howie Janotta,190,83
jaricma01,Marko Jarić,201,89
jarosto01,Tony Jaros,190,83
jarrede01,DeJon Jarreau,196,83
jarviji01,Jim Jarvis,185,79
jasiksa01,Šarūnas Jasikevičius,193,88
jawaina01,Nathan Jawai,208,127
jeannbu01,Buddy Jeannette,180,79
jeelaab01,Abdul Jeelani,203,95
jeffech01,Chris Jefferies,203,102
jeffeot01,Othyus Jeffers,196,90
jeffeal01,Al Jefferson,208,131
jeffeam01,Amile Jefferson,206,100
jeffeco01,Cory Jefferson,206,98
jeffedo01,Dontell Jefferson,196,88
jefferi01,Richard Jefferson,201,105
jeffrda01,DaQuan Jeffries,196,104
jeffrja01,Jared Jeffries,211,104
jenkich01,Charles Jenkins,190,99
jenkiho01,Horace Jenkins,185,81
jenkijo01,John Jenkins,193,97
jennibr01,Brandon Jennings,185,77
jennike01,Keith Jennings,170,72
jentch01,Chris Jent,201,99
jepsele01,Les Jepsen,213,107
jerebjo01,Jonas Jerebko,208,104
jeromty01,Ty Jerome,196,88
jerregr01,Grant Jerrett,208,106
jetereu01,Eugene Jeter,180,79
jeterha01,Hal Jeter,190,86
jianlyi01,Yi Jianlian,213,108
joeis01,Isaiah Joe,193,74
johnsbr01,Britton Johnsen,208,95
johnsal01,Alexander Johnson,206,108
johnsal02,Alize Johnson,201,96
johnsam01,Amir Johnson,206,108
johnsan01,Andy Johnson,196,97
johnsan02,Anthony Johnson,190,86
johnsar02,Armon Johnson,190,88
johnsar01,Arnie Johnson,196,107
johnsav01,Avery Johnson,178,79
johnsbj01,B.J. Johnson,201,90
johnsbr02,Brice Johnson,208,104
johnsbu01,Buck Johnson,201,86
johnsca02,Cameron Johnson,203,95
johnsca01,Carldell Johnson,178,81
johnsch01,Charles Johnson,183,77
johnsch02,Cheese Johnson,198,88
johnsch03,Chris Johnson,211,95
johnsch04,Chris Johnson,198,93
johnscl02,Clay Johnson,193,79
johnscl01,Clemon Johnson,208,108
johnsda04,Dakari Johnson,213,115
johnsda02,Darryl Johnson,185,77
johnsda01,Dave Johnson,201,95
johnsda08,David Johnson,196,95
johnsde02,DeMarco Johnson,206,111
johnsde01,Dennis Johnson,193,83
johnsde03,DerMarr Johnson,206,91
johnsed01,Ed Johnson,203,92
johnsed02,Eddie Johnson,188,81
johnsed03,Eddie Johnson,201,97
johnser01,Eric Johnson,188,92
johnser02,Ervin Johnson,211,111
johnsfr01,Frank Johnson,185,83
johnsge01,George Johnson,211,111
johnsge02,George Johnson,211,92
johnsge03,George Johnson,201,95
johnsgu01,Gus Johnson,198,104
johnsha01,Harold Johnson,198,108
johnsiv01,Ivan Johnson,203,104
johnsja02,JaJuan Johnson,208,100
johnsja05,Jalen Johnson,206,99
johnsja01,James Johnson,201,108
johnsjo02,Joe Johnson,201,108
johnsjo01,John Johnson,201,90
johnska01,Kannard Johnson,206,99
johnske04,Keldon Johnson,196,99
johnske01,Ken Johnson,203,108
johnske03,Ken Johnson,211,108
johnske07,Keon Johnson,196,84
johnske02,Kevin Johnson,185,81
johnsla01,Larry Johnson,190,92
johnsla02,Larry Johnson,201,113
johnsle01,Lee Johnson,211,92
johnsli01,Linton Johnson,203,92
johnsma02,Magic Johnson,206,97
johnsma01,Marques Johnson,201,98
johnsmi01,Mickey Johnson,208,86
johnsne02,Neil Johnson,201,99
johnsni01,Nick Johnson,190,91
johnsol01,Ollie Johnson,198,90
johnsom01,Omari Johnson,206,99
johnsor01,Orlando Johnson,196,99
johnsra01,Ralph Johnson,180,77
johnsre01,Reggie Johnson,206,92
johnsri01,Rich Johnson,201,95
johnsro01,Ron Johnson,203,97
johnsst04,Stanley Johnson,198,109
johnsst02,Steffond Johnson,203,108
johnsst03,Steve Johnson,208,106
johnsst01,Stew Johnson,203,99
johnstr01,Trey Johnson,196,98
johnsty01,Tyler Johnson,190,84
johnsvi01,Vinnie Johnson,188,90
johnswe01,Wesley Johnson,201,97
johnsda03,Darius Johnson-Odom,188,97
johnsna01,Nate Johnston,203,95
johnsne01,Neil Johnston,203,95
johnsji01,Jim Johnstone,211,111
jokicni01,Nikola Jokić,211,128
jolifho01,Howie Jolliff,201,98
jonesal01,Alvin Jones,211,120
jonesan01,Anthony Jones,198,88
jonesas01,Askia Jones,196,90
jonesbi01,Bill Jones,201,79
jonesbo01,Bobby Jones,206,95
jonesbo02,Bobby Jones,201,97
jonesca01,Caldwell Jones,211,98
jonesca03,Carlik Jones,185,83
jonesch01,Charles Jones,206,97
jonesch02,Charles Jones,203,97
jonesch03,Charles Jones,190,81
jonesco01,Collis Jones,201,92
jonesda02,Dahntay Jones,198,102
jonesda03,Damian Jones,211,111
jonesda01,Damon Jones,190,83
jonesde01,DeQuan Jones,203,100
jonesde02,Derrick Jones Jr.,196,95
jonesdo02,Dominique Jones,193,97
jonesdo01,Dontae' Jones,203,99
jonesdw02,Dwayne Jones,211,113
jonesdw01,Dwight Jones,208,95
jonesea01,Earl Jones,213,95
jonesed02,Eddie Jones,198,86
jonesed01,Edgar Jones,208,102
jonesfr01,Fred Jones,193,95
joneshe01,Herbert Jones,203,95
joneshu01,Hutch Jones,203,86
jonesja01,Jake Jones,190,81
jonesja04,Jalen Jones,201,99
jonesja02,James Jones,203,98
jonesje01,Jemerrio Jones,196,78
jonesji01,Jimmy Jones,193,85
jonesjo01,Johnny Jones,201,92
jonesju01,Jumaine Jones,203,98
joneskc01,K.C. Jones,185,90
joneska01,Kai Jones,211,98
joneske01,Kevin Jones,203,113
jonesla01,Larry Jones,188,81
jonesma01,Major Jones,206,102
jonesma02,Mark Jones,185,79
jonesma03,Mark Jones,198,97
jonesma05,Mason Jones,193,90
jonesni01,Nick Jones,188,86
jonesoz01,Ozell Jones,211,106
jonespe01,Perry Jones,211,106
jonespo01,Popeye Jones,203,113
jonesri01,Rich Jones,198,99
jonesro01,Robin Jones,206,102
jonessa01,Sam Jones,193,89
jonessh01,Shelton Jones,206,95
jonesso01,Solomon Jones,208,104
